geo,Sector_name,OBS_VALUE,TIME_PERIOD
IS,4.A - Forest Land,-29.57732,1990.0
IS,4.A - Forest Land,-40.78148,1993.0
IS,4.A - Forest Land,-72.91797,1998.0
IS,4.A - Forest Land,-146.81775,2006.0
IS,4.A - Forest Land,-533.97897,2022.0
IS,4.A.1 - Forest Land remaining forest land,-7.5518,2004.0
IS,4.A.1 - Forest Land remaining forest land,-117.6045,2008.0
IS,4.A.1 - Forest Land remaining forest land,-121.95197,2010.0
IS,4.A.2 - Land converted to forest land,-68.98929,1998.0
IS,4.A.2 - Land converted to forest land,-89.26104,2001.0
IS,4.A.2 - Land converted to forest land,-144.58357,2007.0
IS,4.A.2 - Land converted to forest land,-260.64503,2014.0
IS,4.A.2 - Land converted to forest land,-306.93838,2016.0
IS,4.A.2 - Land converted to forest land,-365.2031,2021.0
IS,4.C.2 - Land converted to grassland,-137.73806,2013.0
IS,4.C.2 - Land converted to grassland,-198.68553,2019.0
IS,4.G - Harvested Wood Products,-0.15021,2017.0
IS,4.G - Harvested Wood Products,-0.21975,2023.0
LT,4.A - Forest Land,-9191.07017,2011.0
LT,4.A - Forest Land,-8749.14651,2012.0
LT,4.A.1 - Forest Land remaining forest land,-3428.59462,1995.0
LT,4.A.1 - Forest Land remaining forest land,-6697.10881,1998.0
LT,4.A.1 - Forest Land remaining forest land,-2921.07109,2005.0
LT,4.A.1 - Forest Land remaining forest land,-6813.13745,2014.0
LT,4.A.1 - Forest Land remaining forest land,-5901.56575,2015.0
LT,4.A.2 - Land converted to forest land,-688.41262,1991.0
LT,4.A.2 - Land converted to forest land,-727.62493,1993.0
LT,4.A.2 - Land converted to forest land,-732.2616,2005.0
LT,4.B.1 - Cropland remaining cropland,-687.42139,2013.0
LT,4.C - Grassland,-837.57015,1993.0
LT,4.C - Grassland,-2401.00468,2005.0
LT,4.C - Grassland,-1142.65374,2016.0
LT,4.C - Grassland,-1006.4308,2017.0
LT,4.C.2 - Land converted to grassland,-3893.39751,2003.0
LT,4.C.2 - Land converted to grassland,-2236.21411,2019.0
LT,4.G - Harvested Wood Products,-140.11024,1993.0
LT,4.G - Harvested Wood Products,-1553.57964,2003.0
LT,4.G - Harvested Wood Products,-1395.92155,2011.0
LT,4.G - Harvested Wood Products,-852.0334,2020.0
FI,4.A - Forest Land,-28943.33471,2001.0
FI,4.A - Forest Land,-31980.83021,2008.0
FI,4.A - Forest Land,-46578.77145,2009.0
FI,4.A.1 - Forest Land remaining forest land,-25683.90251,2000.0
FI,4.A.1 - Forest Land remaining forest land,-29267.63031,2002.0
FI,4.A.2 - Land converted to forest land,-50.03735,1997.0
FI,4.A.2 - Land converted to forest land,-59.71456,1998.0
FI,4.A.2 - Land converted to forest land,-121.41774,2000.0
FI,4.A.2 - Land converted to forest land,-296.59424,2009.0
FI,4.G - Harvested Wood Products,-4203.063,2001.0
FI,4.G - Harvested Wood Products,-4762.831,2006.0
ES,4.A - Forest Land,-42839.16359,2003.0
ES,4.A - Forest Land,-44776.80951,2006.0
ES,4.A - Forest Land,-45841.37386,2008.0
ES,4.A - Forest Land,-46450.9549,2012.0
ES,4.A - Forest Land,-47754.35219,2015.0
ES,4.A - Forest Land,-47753.71858,2018.0
ES,4.A.1 - Forest Land remaining forest land,-27970.11795,2007.0
ES,4.A.1 - Forest Land remaining forest land,-29948.6168,2014.0
ES,4.A.1 - Forest Land remaining forest land,-31136.32571,2018.0
ES,4.A.2 - Land converted to forest land,-15039.36753,1995.0
ES,4.A.2 - Land converted to forest land,-15864.16802,2000.0
ES,4.A.2 - Land converted to forest land,-16456.7725,2002.0
ES,4.A.2 - Land converted to forest land,-17253.60706,2012.0
ES,4.A.2 - Land converted to forest land,-17582.73414,2015.0
ES,4.B - Cropland,-78.44647,2014.0
ES,4.B - Cropland,-2725.56258,2020.0
ES,4.B.1 - Cropland remaining cropland,-581.52932,1996.0
ES,4.B.1 - Cropland remaining cropland,-1088.43108,2008.0
ES,4.B.1 - Cropland remaining cropland,-3740.92792,2020.0
ES,4.C - Grassland,-963.41513,1998.0
ES,4.C - Grassland,-1585.22887,2010.0
ES,4.C - Grassland,-1358.94461,2011.0
ES,4.C - Grassland,-1365.57827,2014.0
ES,4.C - Grassland,-1358.74315,2016.0
ES,4.C - Grassland,-1034.35313,2019.0
ES,4.C.2 - Land converted to grassland,-1230.99865,1997.0
ES,4.C.2 - Land converted to grassland,-1452.7845,2001.0
ES,4.C.2 - Land converted to grassland,-1398.52286,2005.0
ES,4.C.2 - Land converted to grassland,-1523.46847,2006.0
ES,4.C.2 - Land converted to grassland,-1616.55834,2008.0
ES,4.C.2 - Land converted to grassland,-1551.87292,2011.0
ES,4.D - Wetlands,-121.87363,1998.0
ES,4.D - Wetlands,-122.61004,2000.0
ES,4.D - Wetlands,-104.87457,2015.0
ES,4.D - Wetlands,-55.58449,2022.0
ES,4.D.2 - Land converted to wetlands,-142.60062,1990.0
ES,4.D.2 - Land converted to wetlands,-142.5376,1991.0
ES,4.D.2 - Land converted to wetlands,-152.05825,2013.0
ES,4.D.2 - Land converted to wetlands,-101.49528,2019.0
ES,4.G - Harvested Wood Products,-3662.45809,2001.0
ES,4.G - Harvested Wood Products,-3768.72141,2003.0
ES,4.G - Harvested Wood Products,-2796.15986,2007.0
IT,4.A - Forest Land,-17334.23453,1990.0
IT,4.A - Forest Land,-27086.72471,1999.0
IT,4.A - Forest Land,-34531.00506,2006.0
IT,4.A - Forest Land,-39504.61002,2014.0
IT,4.A - Forest Land,-47599.61783,2018.0
IT,4.A.1 - Forest Land remaining forest land,-28572.03897,2002.0
IT,4.A.1 - Forest Land remaining forest land,-23312.81509,2003.0
IT,4.A.1 - Forest Land remaining forest land,-22939.46339,2017.0
IT,4.A.1 - Forest Land remaining forest land,-35438.99662,2019.0
IT,4.A.1 - Forest Land remaining forest land,-33231.27838,2022.0
IT,4.A.2 - Land converted to forest land,-3983.90734,1991.0
IT,4.A.2 - Land converted to forest land,-6617.5806,2009.0
IT,4.A.2 - Land converted to forest land,-7095.76469,2010.0
IT,4.A.2 - Land converted to forest land,-9294.52212,2018.0
IT,4.B.1 - Cropland remaining cropland,-411.48059,1991.0
IT,4.B.1 - Cropland remaining cropland,-1077.0905,2002.0
IT,4.C - Grassland,-6318.66474,2011.0
IT,4.C - Grassland,-4426.35148,2021.0
IT,4.C.1 - Grassland remaining grassland,-506.18118,2001.0
IT,4.C.1 - Grassland remaining grassland,-1795.50478,2002.0
IT,4.C.1 - Grassland remaining grassland,-34.4315,2009.0
IT,4.C.2 - Land converted to grassland,-1073.60416,1992.0
IT,4.C.2 - Land converted to grassland,-4230.59211,2007.0
IT,4.C.2 - Land converted to grassland,-3933.85962,2023.0
IT,4.G - Harvested Wood Products,-1031.74244,1998.0
IT,4.G - Harvested Wood Products,-715.10928,2006.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-1072.7093,2002.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-210.78146,2013.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-231.42081,2009.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-261.29714,2015.0
LU,4.A - Forest Land,-425.4098,2015.0
LU,4.A.1 - Forest Land remaining forest land,-77.88373,1991.0
LU,4.A.1 - Forest Land remaining forest land,-430.66028,2008.0
LU,4.A.1 - Forest Land remaining forest land,-202.92285,2010.0
LU,4.A.1 - Forest Land remaining forest land,-361.8318,2012.0
LU,4.A.1 - Forest Land remaining forest land,-416.53483,2017.0
LU,4.A.2 - Land converted to forest land,-39.74217,2004.0
LU,4.A.2 - Land converted to forest land,-32.12177,2010.0
LU,4.A.2 - Land converted to forest land,-30.2331,2011.0
LU,4.A.2 - Land converted to forest land,-22.42239,2015.0
LU,4.A.2 - Land converted to forest land,-10.0419,2023.0
LU,4.B.1 - Cropland remaining cropland,-75.24002,2017.0
LU,4.C - Grassland,-68.3073,1993.0
LU,4.C - Grassland,-68.41138,1995.0
LU,4.C - Grassland,-68.47342,1996.0
LU,4.C - Grassland,-65.451,1998.0
LU,4.C - Grassland,-54.90953,2003.0
LU,4.C - Grassland,-42.57602,2009.0
LU,4.C - Grassland,-4.69421,2022.0
LU,4.C.2 - Land converted to grassland,-68.41138,1995.0
LU,4.C.2 - Land converted to grassland,-61.28632,2001.0
LU,4.C.2 - Land converted to grassland,-48.29386,2005.0
LU,4.C.2 - Land converted to grassland,-16.01617,2014.0
LU,4.G - Harvested Wood Products,-18.4046,2000.0
LU,4.G - Harvested Wood Products,-13.92013,2001.0
LU,4.G - Harvested Wood Products,-23.7813,2015.0
EE,4.A - Forest Land,-2797.61917,2000.0
EE,4.A - Forest Land,-1975.45471,2001.0
EE,4.A - Forest Land,-585.18724,2014.0
EE,4.A.1 - Forest Land remaining forest land,-2601.53348,2005.0
EE,4.A.1 - Forest Land remaining forest land,-3275.02244,2011.0
EE,4.A.1 - Forest Land remaining forest land,-154.26974,2021.0
EE,4.A.1 - Forest Land remaining forest land,-1346.17484,2022.0
EE,4.A.2 - Land converted to forest land,-115.04485,1995.0
EE,4.A.2 - Land converted to forest land,-372.26041,2015.0
EE,4.C - Grassland,-150.51449,1997.0
EE,4.C - Grassland,-185.64796,2000.0
EE,4.C - Grassland,-236.54563,2005.0
EE,4.C.1 - Grassland remaining grassland,-116.07625,1995.0
EE,4.C.1 - Grassland remaining grassland,-113.79603,1998.0
EE,4.C.2 - Land converted to grassland,-161.46845,2014.0
EE,4.G - Harvested Wood Products,-148.09616,1996.0
EE,4.G - Harvested Wood Products,-670.54042,1999.0
EE,4.G - Harvested Wood Products,-627.54212,2006.0
EE,4.G - Harvested Wood Products,-533.99365,2008.0
EE,4.G - Harvested Wood Products,-918.97474,2015.0
EE,4.G - Harvested Wood Products,-502.07297,2023.0
FR,4.A - Forest Land,-48528.51666,1994.0
FR,4.A - Forest Land,-69936.07966,2004.0
FR,4.A - Forest Land,-73100.70213,2007.0
FR,4.A - Forest Land,-62187.86603,2014.0
FR,4.A - Forest Land,-46610.92501,2021.0
FR,4.A.1 - Forest Land remaining forest land,-44003.28606,2015.0
FR,4.A.1 - Forest Land remaining forest land,-31381.88473,2022.0
FR,4.A.2 - Land converted to forest land,-20297.54694,1992.0
FR,4.A.2 - Land converted to forest land,-16158.87463,2007.0
FR,4.A.2 - Land converted to forest land,-15832.64846,2008.0
FR,4.A.2 - Land converted to forest land,-15351.08602,2011.0
FR,4.A.2 - Land converted to forest land,-15019.05675,2019.0
FR,4.A.2 - Land converted to forest land,-14920.01983,2022.0
FR,4.B.1 - Cropland remaining cropland,-563.08564,1999.0
FR,4.C - Grassland,-5705.1042,1990.0
FR,4.C - Grassland,-4237.26439,1998.0
FR,4.C - Grassland,-132.59821,2007.0
FR,4.C - Grassland,-583.14275,2009.0
FR,4.C - Grassland,-4436.50132,2022.0
FR,4.C.1 - Grassland remaining grassland,-1140.10993,1997.0
FR,4.C.1 - Grassland remaining grassland,-266.57961,2008.0
FR,4.C.1 - Grassland remaining grassland,-969.83623,2012.0
FR,4.C.1 - Grassland remaining grassland,-1420.39345,2014.0
FR,4.C.1 - Grassland remaining grassland,-570.74532,2022.0
FR,4.C.1 - Grassland remaining grassland,-480.41225,2023.0
FR,4.C.2 - Land converted to grassland,-3325.18871,1998.0
FR,4.C.2 - Land converted to grassland,-2056.47063,2002.0
FR,4.C.2 - Land converted to grassland,-2078.74685,2003.0
FR,4.C.2 - Land converted to grassland,-900.00511,2010.0
FR,4.C.2 - Land converted to grassland,-2352.88122,2013.0
FR,4.C.2 - Land converted to grassland,-2173.55855,2014.0
FR,4.C.2 - Land converted to grassland,-2074.73501,2015.0
FR,4.G - Harvested Wood Products,-4243.33556,2001.0
FR,4.G - Harvested Wood Products,-3037.85975,2002.0
FR,4.G - Harvested Wood Products,-3210.59021,2010.0
LT,4.A - Forest Land,-4189.50095,1995.0
LT,4.A - Forest Land,-7629.93053,2014.0
LT,4.A - Forest Land,-5907.85298,2016.0
LT,4.A - Forest Land,-5724.84649,2017.0
LT,4.A - Forest Land,-5677.398,2018.0
LT,4.A - Forest Land,-5464.13332,2019.0
LT,4.A.1 - Forest Land remaining forest land,-5705.50171,1990.0
LT,4.A.1 - Forest Land remaining forest land,-5798.19898,1991.0
LT,4.A.1 - Forest Land remaining forest land,-5558.05554,1994.0
LT,4.A.1 - Forest Land remaining forest land,-7928.40854,2000.0
LT,4.A.1 - Forest Land remaining forest land,-3362.60609,2004.0
LT,4.A.1 - Forest Land remaining forest land,-8003.12416,2012.0
LT,4.A.2 - Land converted to forest land,-765.57509,1996.0
LT,4.A.2 - Land converted to forest land,-770.2406,1997.0
LT,4.A.2 - Land converted to forest land,-711.46956,2002.0
LT,4.A.2 - Land converted to forest land,-725.00294,2011.0
LT,4.A.2 - Land converted to forest land,-883.32458,2016.0
LT,4.A.2 - Land converted to forest land,-894.38279,2017.0
LT,4.B.1 - Cropland remaining cropland,-463.20505,2011.0
LT,4.B.1 - Cropland remaining cropland,-866.91033,2015.0
LT,4.C - Grassland,-1644.82415,1998.0
LT,4.C - Grassland,-2148.86589,2000.0
LT,4.C - Grassland,-2355.63455,2004.0
LT,4.C - Grassland,-2507.95131,2010.0
LT,4.C - Grassland,-71.10121,2022.0
LT,4.C.2 - Land converted to grassland,-1498.34388,1990.0
LT,4.C.2 - Land converted to grassland,-2874.86051,1997.0
LT,4.C.2 - Land converted to grassland,-3870.16338,2004.0
LT,4.C.2 - Land converted to grassland,-3715.85686,2006.0
LT,4.C.2 - Land converted to grassland,-3265.8292,2009.0
LT,4.C.2 - Land converted to grassland,-3155.3627,2013.0
LT,4.C.2 - Land converted to grassland,-2558.36301,2017.0
LT,4.G - Harvested Wood Products,-1371.74458,2002.0
LT,4.G - Harvested Wood Products,-1366.24416,2004.0
LT,4.G - Harvested Wood Products,-827.41137,2019.0
EU27_2020,4.A - Forest Land,-370701.4023,1990.0
EU27_2020,4.A - Forest Land,-439285.40439,1993.0
EU27_2020,4.A - Forest Land,-414545.3604,2000.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-316834.93583,1990.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-405914.08653,1999.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-395710.30394,2001.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-331184.45528,2007.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-366395.15539,2010.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-375434.0233,2013.0
EU27_2020,4.A.1 - Forest Land remaining forest land,-217007.93822,2023.0
EU27_2020,4.A.2 - Land converted to forest land,-57534.72174,2003.0
EU27_2020,4.A.2 - Land converted to forest land,-63025.4492,2008.0
EU27_2020,4.A.2 - Land converted to forest land,-55426.67225,2021.0
EU27_2020,4.C.2 - Land converted to grassland,-11909.16944,1994.0
EU27_2020,4.C.2 - Land converted to grassland,-8972.58181,2003.0
EU27_2020,4.C.2 - Land converted to grassland,-12708.06498,2009.0
EU27_2020,4.C.2 - Land converted to grassland,-12362.69265,2011.0
EU27_2020,4.G - Harvested Wood Products,-38907.23698,2001.0
EU27_2020,4.G - Harvested Wood Products,-33772.27441,2014.0
EU27_2020,4.G - Harvested Wood Products,-34933.96284,2015.0
EU27_2020,4.G - Harvested Wood Products,-38305.23439,2022.0
LV,4.A - Forest Land,-12788.54861,2002.0
LV,4.A - Forest Land,-8235.99352,2005.0
LV,4.A - Forest Land,-4545.23954,2010.0
LV,4.A - Forest Land,-4974.98209,2011.0
LV,4.A.1 - Forest Land remaining forest land,-18192.56171,1995.0
LV,4.A.1 - Forest Land remaining forest land,-10315.92882,1999.0
LV,4.A.1 - Forest Land remaining forest land,-14196.57483,2001.0
LV,4.A.1 - Forest Land remaining forest land,-12712.68266,2002.0
LV,4.A.1 - Forest Land remaining forest land,-8125.43009,2005.0
LV,4.A.1 - Forest Land remaining forest land,-4764.73354,2017.0
LV,4.A.1 - Forest Land remaining forest land,-3716.47911,2018.0
LV,4.A.2 - Land converted to forest land,-47.03329,1999.0
LV,4.A.2 - Land converted to forest land,-193.18536,2016.0
IS,4.A - Forest Land,-121.00812,2004.0
IS,4.A - Forest Land,-330.84582,2011.0
IS,4.A - Forest Land,-500.1298,2018.0
IS,4.A.1 - Forest Land remaining forest land,-2.93446,1996.0
IS,4.A.1 - Forest Land remaining forest land,-3.42786,1997.0
IS,4.A.1 - Forest Land remaining forest land,-3.92868,1998.0
IS,4.A.1 - Forest Land remaining forest land,-125.68846,2016.0
IS,4.A.1 - Forest Land remaining forest land,-140.09631,2021.0
IS,4.A.2 - Land converted to forest land,-107.61893,2003.0
IS,4.A.2 - Land converted to forest land,-150.48296,2008.0
IS,4.A.2 - Land converted to forest land,-238.4917,2013.0
IS,4.A.2 - Land converted to forest land,-343.0981,2017.0
IS,4.A.2 - Land converted to forest land,-370.8074,2018.0
IS,4.A.2 - Land converted to forest land,-369.71676,2020.0
IS,4.A.2 - Land converted to forest land,-401.37326,2022.0
IS,4.C.2 - Land converted to grassland,-135.47757,2014.0
IS,4.C.2 - Land converted to grassland,-137.79061,2015.0
IS,4.C.2 - Land converted to grassland,-177.26498,2018.0
LV,4.B.2 - Land converted to cropland,-11.29237,1990.0
LV,4.E - Settlements,-3.15339,1999.0
IS,4.G - Harvested Wood Products,-0.0149,2007.0
IS,4.G - Harvested Wood Products,-0.03262,2010.0
IS,4.G - Harvested Wood Products,-0.03824,2015.0
LV,4.E.1 - Settlements remaining settlements,-61.29727,1992.0
LV,4.E.1 - Settlements remaining settlements,-67.68977,2000.0
LV,4.E.1 - Settlements remaining settlements,-67.17414,2002.0
LV,4.E.1 - Settlements remaining settlements,-109.83071,2011.0
LV,4.G - Harvested Wood Products,-98.64587,1994.0
LV,4.G - Harvested Wood Products,-475.42354,1995.0
LV,4.G - Harvested Wood Products,-2258.22061,2001.0
LV,4.G - Harvested Wood Products,-2269.01583,2003.0
LV,4.G - Harvested Wood Products,-1179.56895,2009.0
GR,4.A - Forest Land,-1461.80979,1994.0
GR,4.A - Forest Land,-1389.12268,2000.0
GR,4.A - Forest Land,-2122.74516,2008.0
GR,4.A - Forest Land,-2160.10969,2012.0
GR,4.A - Forest Land,-2201.36815,2015.0
GR,4.A.1 - Forest Land remaining forest land,-2208.8779,2005.0
GR,4.A.1 - Forest Land remaining forest land,-2051.29942,2010.0
GR,4.A.2 - Land converted to forest land,-117.92634,2005.0
GR,4.A.2 - Land converted to forest land,-115.88475,2006.0
GR,4.A.2 - Land converted to forest land,-124.25438,2011.0
GR,4.B - Cropland,-1130.3118,1995.0
GR,4.B - Cropland,-858.858,2005.0
GR,4.B - Cropland,-950.83045,2008.0
GR,4.B - Cropland,-963.89969,2012.0
GR,4.B - Cropland,-772.95182,2016.0
GR,4.B - Cropland,-641.23849,2017.0
GR,4.B.1 - Cropland remaining cropland,-1112.98595,1997.0
GR,4.B.1 - Cropland remaining cropland,-1099.85589,2000.0
GR,4.B.1 - Cropland remaining cropland,-877.2716,2001.0
GR,4.B.1 - Cropland remaining cropland,-888.41519,2006.0
GR,4.B.1 - Cropland remaining cropland,-645.36863,2010.0
GR,4.B.1 - Cropland remaining cropland,-980.81669,2012.0
GR,4.C - Grassland,-82.68253,1999.0
GR,4.C - Grassland,-34.62226,2000.0
GR,4.C - Grassland,-1693.34958,2018.0
GR,4.C.2 - Land converted to grassland,-88.057,1999.0
GR,4.C.2 - Land converted to grassland,-1250.62294,2015.0
GR,4.C.2 - Land converted to grassland,-1944.28208,2020.0
GR,4.C.2 - Land converted to grassland,-2040.78568,2022.0
GR,4.G - Harvested Wood Products,-10.8545,1999.0
GR,4.G - Harvested Wood Products,-230.43274,2002.0
GR,4.G - Harvested Wood Products,-288.56378,2003.0
GR,4.G - Harvested Wood Products,-32.47506,2019.0
MT,4.A - Forest Land,-0.00923,1998.0
MT,4.A - Forest Land,-0.11207,2018.0
MT,4.A - Forest Land,-0.12638,2021.0
MT,4.A - Forest Land,-0.13104,2022.0
MT,4.A.1 - Forest Land remaining forest land,-0.01123,1994.0
MT,4.A.1 - Forest Land remaining forest land,-0.00759,2004.0
MT,4.A.1 - Forest Land remaining forest land,-0.00551,2019.0
MT,4.A.1 - Forest Land remaining forest land,-0.00518,2022.0
MT,4.A.2 - Land converted to forest land,-0.07626,2008.0
MT,4.A.2 - Land converted to forest land,-0.07949,2013.0
MT,4.A.2 - Land converted to forest land,-0.10643,2018.0
MT,4.A.2 - Land converted to forest land,-0.13102,2023.0
MT,4.B - Cropland,-2.22595,2017.0
MT,4.B - Cropland,-2.22595,2020.0
MT,4.B - Cropland,-1.73452,2022.0
MT,4.B.1 - Cropland remaining cropland,-1.59147,1994.0
MT,4.B.1 - Cropland remaining cropland,-1.44366,1996.0
MT,4.B.1 - Cropland remaining cropland,-1.30328,2001.0
MT,4.B.1 - Cropland remaining cropland,-1.03052,2009.0
MT,4.B.1 - Cropland remaining cropland,-0.88975,2022.0
MT,4.B.2 - Land converted to cropland,-1.65155,1992.0
MT,4.C - Grassland,-8.50271,2000.0
MT,4.C - Grassland,-5.30891,2002.0
MT,4.C - Grassland,-1.36712,2012.0
MT,4.C - Grassland,-1.36712,2015.0
MT,4.C - Grassland,-3.00802,2023.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2003.0
MT,4.C.2 - Land converted to grassland,-13.90603,1991.0
MT,4.C.2 - Land converted to grassland,-8.9789,1995.0
MT,4.C.2 - Land converted to grassland,-3.06131,2019.0
MT,4.C.2 - Land converted to grassland,-3.00802,2023.0
MT,4.D - Wetlands,-0.01352,2023.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,1992.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,1995.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,1998.0
MT,4.D.1 - Wetlands remaining wetlands,-0.01352,2021.0
MT,4.D.2 - Land converted to wetlands,-0.01085,2005.0
MT,4.D.2 - Land converted to wetlands,-0.01085,2008.0
LU,4.A - Forest Land,-651.10114,1993.0
LU,4.A - Forest Land,-685.70335,1997.0
LU,4.A - Forest Land,-573.44769,1998.0
LU,4.A - Forest Land,-637.77487,2005.0
LU,4.A - Forest Land,-475.37249,2007.0
LU,4.A - Forest Land,-473.59764,2009.0
LU,4.A - Forest Land,-571.93385,2013.0
LU,4.A - Forest Land,-420.94526,2019.0
LU,4.A.1 - Forest Land remaining forest land,-483.73013,1992.0
LU,4.A.1 - Forest Land remaining forest land,-527.18218,1995.0
LU,4.A.1 - Forest Land remaining forest land,-606.53777,1999.0
LU,4.A.1 - Forest Land remaining forest land,-598.26055,2001.0
LU,4.A.1 - Forest Land remaining forest land,-287.67555,2011.0
LU,4.A.1 - Forest Land remaining forest land,-405.61475,2019.0
LU,4.A.2 - Land converted to forest land,-40.30522,2003.0
LU,4.A.2 - Land converted to forest land,-37.37381,2007.0
LU,4.A.2 - Land converted to forest land,-17.03803,2018.0
LU,4.A.2 - Land converted to forest land,-14.0349,2020.0
LU,4.B - Cropland,-68.92373,2017.0
LU,4.B.1 - Cropland remaining cropland,-4.32829,2008.0
LU,4.B.1 - Cropland remaining cropland,-23.11547,2012.0
LU,4.B.1 - Cropland remaining cropland,-58.21793,2014.0
LU,4.C - Grassland,-20.10563,2013.0
LU,4.C.2 - Land converted to grassland,-51.59607,2004.0
LU,4.C.2 - Land converted to grassland,-40.13961,2010.0
LU,4.C.2 - Land converted to grassland,-35.3774,2011.0
LU,4.C.2 - Land converted to grassland,-11.80629,2015.0
LU,4.C.2 - Land converted to grassland,-17.16658,2016.0
LU,4.C.2 - Land converted to grassland,-5.50801,2021.0
LU,4.G - Harvested Wood Products,-0.45123,1993.0
FI,4.A - Forest Land,-29508.19683,2002.0
FI,4.A.1 - Forest Land remaining forest land,-28760.31479,2001.0
FI,4.A.1 - Forest Land remaining forest land,-30679.65849,2004.0
FI,4.A.1 - Forest Land remaining forest land,-46282.17721,2009.0
FI,4.A.1 - Forest Land remaining forest land,-20119.27213,2015.0
FI,4.A.2 - Land converted to forest land,-31.29483,1995.0
FI,4.A.2 - Land converted to forest land,-222.53966,2012.0
FI,4.A.2 - Land converted to forest land,-180.65488,2015.0
FI,4.A.2 - Land converted to forest land,-128.84198,2021.0
FI,4.G - Harvested Wood Products,-5400.486,2004.0
FI,4.G - Harvested Wood Products,-3818.131,2016.0
FI,4.G - Harvested Wood Products,-3411.822,2019.0
HR,4.A - Forest Land,-8440.20022,1994.0
HR,4.A - Forest Land,-7038.56049,2000.0
HR,4.A.1 - Forest Land remaining forest land,-7875.24733,2009.0
HR,4.A.1 - Forest Land remaining forest land,-5281.56656,2018.0
HR,4.A.1 - Forest Land remaining forest land,-5600.57676,2021.0
HR,4.A.2 - Land converted to forest land,-39.34559,2008.0
HR,4.A.2 - Land converted to forest land,-162.91027,2017.0
HR,4.A.2 - Land converted to forest land,-250.65232,2021.0
HR,4.C - Grassland,-6.24268,1990.0
HR,4.C - Grassland,-7.94912,1996.0
HR,4.C - Grassland,-5.03401,2000.0
HR,4.C - Grassland,-43.73764,2004.0
HR,4.C - Grassland,-62.21277,2006.0
HR,4.C - Grassland,-148.15644,2012.0
HR,4.C.2 - Land converted to grassland,-8.53911,1990.0
HR,4.C.2 - Land converted to grassland,-9.78985,1995.0
HR,4.C.2 - Land converted to grassland,-12.91654,1996.0
HR,4.C.2 - Land converted to grassland,-39.09343,2003.0
HR,4.C.2 - Land converted to grassland,-47.8222,2004.0
HR,4.C.2 - Land converted to grassland,-192.78455,2014.0
HR,4.C.2 - Land converted to grassland,-246.16726,2023.0
HR,4.G - Harvested Wood Products,-426.17955,2013.0
HR,4.G - Harvested Wood Products,-780.0746,2016.0
HR,4.G - Harvested Wood Products,-761.65788,2018.0
IT,4.A - Forest Land,-23162.19906,1997.0
IT,4.A - Forest Land,-26288.70952,2000.0
IT,4.A - Forest Land,-33868.65641,2004.0
IT,4.A - Forest Land,-36416.34211,2010.0
IT,4.A - Forest Land,-33083.23863,2011.0
IT,4.A - Forest Land,-38616.73186,2013.0
IT,4.A.1 - Forest Land remaining forest land,-26392.15399,1995.0
IT,4.A.1 - Forest Land remaining forest land,-14363.87243,2007.0
IT,4.A.1 - Forest Land remaining forest land,-32182.12568,2020.0
IT,4.A.1 - Forest Land remaining forest land,-31949.7843,2021.0
IT,4.A.1 - Forest Land remaining forest land,-41321.15908,2023.0
IT,4.A.2 - Land converted to forest land,-4847.35046,1999.0
IT,4.A.2 - Land converted to forest land,-10588.15944,2022.0
IT,4.C - Grassland,-2847.33692,1999.0
IT,4.C - Grassland,-7926.86143,2019.0
IT,4.C.1 - Grassland remaining grassland,-590.83437,2008.0
IT,4.C.2 - Land converted to grassland,-1726.98823,1996.0
IT,4.C.2 - Land converted to grassland,-2319.30231,1999.0
IT,4.C.2 - Land converted to grassland,-3815.36571,2006.0
IT,4.C.2 - Land converted to grassland,-4817.02571,2008.0
IT,4.C.2 - Land converted to grassland,-6529.70467,2010.0
IT,4.C.2 - Land converted to grassland,-6224.57687,2012.0
IT,4.C.2 - Land converted to grassland,-5604.90485,2018.0
IT,4.C.2 - Land converted to grassland,-4755.41877,2021.0
IT,4.C.2 - Land converted to grassland,-4335.42437,2022.0
IT,4.G - Harvested Wood Products,-387.80178,1990.0
IT,4.G - Harvested Wood Products,-706.25538,1995.0
IT,4.G - Harvested Wood Products,-799.58498,1996.0
IT,4.G - Harvested Wood Products,-453.55036,2000.0
IT,4.G - Harvested Wood Products,-223.01513,2001.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-153.23352,2007.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-379.80594,2009.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-847.56373,2011.0
